,abstract_algebra,anatomy,astronomy,business_ethics,clinical_knowledge,college_biology,college_chemistry,college_computer_science,college_mathematics,college_medicine,college_physics,computer_security,conceptual_physics,econometrics,electrical_engineering,elementary_mathematics,formal_logic,global_facts,high_school_biology,high_school_chemistry,high_school_computer_science,high_school_european_history,high_school_geography,high_school_government_and_politics,high_school_macroeconomics,high_school_mathematics,high_school_microeconomics,high_school_physics,high_school_psychology,high_school_statistics,high_school_us_history,high_school_world_history,human_aging,human_sexuality,international_law,jurisprudence,logical_fallacies,machine_learning,management,marketing,medical_genetics,miscellaneous,moral_disputes,moral_scenarios,nutrition,philosophy,prehistory,professional_accounting,professional_law,professional_medicine,professional_psychology,public_relations,security_studies,sociology,us_foreign_policy,virology,world_religions
college_physics,0.745668924722503,0.7326669864484708,0.7646698388891219,0.6532873536685222,0.8005691404494272,0.7153770359372673,0.7022915982932744,0.8248346478417199,0.6901352336544421,0.7337993857053428,1.0,0.611984225577163,0.7613519723794505,0.7575872563805724,0.7771848184775366,0.7740190830444073,0.7568938389092268,0.7099474601996834,0.7534549622548602,0.8090934140064149,0.7712525214286862,0.6980609418282548,0.7408447159243293,0.6615701674556398,0.7544929456012573,0.7229414224215684,0.7376624165049996,0.7672292760072343,0.7330422198189442,0.7275512668614988,0.6588078458684123,0.6616387569693718,0.6473927463615801,0.7223467749883775,0.7197233557365076,0.664354253640754,0.6855231103299912,0.7401878001894269,0.6442981470781073,0.7147829508320875,0.7133950227722194,0.7045677661280755,0.728543157256453,0.6379624228061638,0.7493600680093642,0.7344149580583055,0.7055874550317178,0.7056563042105776,0.719131051061013,0.7381654253711609,0.741278649255112,0.6073698929728232,0.6740257621836682,0.6934819430193814,0.6059388780633139,0.649099098666141,0.6112267579974421
computer_security,0.5646518536833081,0.6561320576973263,0.646244868516933,0.5666756532679361,0.6621561340256503,0.6565328048337328,0.5851284609411189,0.6430051917469807,0.5133590189301178,0.6653705897207887,0.611984225577163,1.0,0.6728663223557332,0.6532911282962347,0.6788842889905089,0.5581105211778008,0.5763345410870213,0.5221110189802414,0.6323523100816116,0.6139215763753053,0.6093160122998166,0.578297020499521,0.6443341739262428,0.5655598938987869,0.6033553386412979,0.5713802861326578,0.5874714404316981,0.5709317766520512,0.6232419560643819,0.5759423433273528,0.5833163988600645,0.5966375270799544,0.5583684857232775,0.6953704573921423,0.5526490281870466,0.5789013755770239,0.6695641018408777,0.5336075137159275,0.5408103103032541,0.647017048156045,0.5738759905384051,0.6405432414369475,0.6366291939865778,0.43147983831356196,0.5831005445141203,0.6496740925938982,0.6301977814668861,0.5840914108563106,0.6027018026955409,0.5920512197905811,0.6538475878354006,0.5929865671969028,0.585292011117732,0.6072112874880671,0.5159916015393806,0.5847219805440647,0.6138130847253872
conceptual_physics,0.7852166306749907,0.8114380433543527,0.866728635502499,0.7292955716234568,0.851501798600402,0.8409652314020059,0.7615640107015559,0.7787001508848289,0.7354889682970733,0.8265150724303887,0.7613519723794505,0.6728663223557332,1.0,0.8171964760111261,0.8215289352896679,0.777476970774592,0.8040823768640372,0.7346273080347507,0.8281106192633615,0.8149667406794557,0.7994750901623545,0.8079933544711647,0.8720301925229792,0.821484091224298,0.8600543478260869,0.6942934782608696,0.8421776502180017,0.8144679401980672,0.8565603610802411,0.8076140547327988,0.7871354401162207,0.7615832086681995,0.7789969746283022,0.7030371068506979,0.7375207096492852,0.7626254244719738,0.7609403228821926,0.7945483192791679,0.689469614221394,0.7945559534034283,0.7835586391694709,0.7953958747267393,0.8005462575375157,0.6888149840485533,0.785618090887415,0.8456834041141429,0.83208720790652,0.7997304892454976,0.8530854568510258,0.8359445614422357,0.8348064471480445,0.6717711320258541,0.7140013247130667,0.721197392776642,0.6362682337789665,0.6387748336021686,0.712460544266294
econometrics,0.7374366529092106,0.7956270999653393,0.7700771300034801,0.6524507924782282,0.8071142983064594,0.7950652998418724,0.7564055090432134,0.7942394303787288,0.6369265388977091,0.7421131810619901,0.7575872563805724,0.6532911282962347,0.8171964760111261,1.0,0.7647065978869675,0.6934707879030457,0.7855220577037375,0.6511013581639699,0.8027397260273973,0.7827898070682462,0.7381486883177308,0.7038674327463138,0.7463961596955827,0.6885367733980061,0.7762684388152433,0.6480272556014772,0.7991833108811938,0.8013698630136986,0.7727007460948658,0.8163870073581799,0.7076030347550245,0.7346108104924893,0.6945205479452055,0.6450174525776072,0.6868627541068267,0.6994062500546734,0.6625520636838099,0.7402332101976052,0.6519016383254894,0.7177570523767718,0.7467433948766029,0.7442349077587626,0.7477801094175957,0.6562410432865374,0.756142018243989,0.7617791807790374,0.7863527027396515,0.7701785592314181,0.7559694713208659,0.8065635549476808,0.7836223114106944,0.5915926383861665,0.660726680213418,0.6841542012446242,0.5775007884389177,0.6441532499621763,0.6561118631491295
electrical_engineering,0.7378050386505699,0.7972698103111051,0.8142611214615543,0.6763015979861926,0.796448087431694,0.7789201910613924,0.6960996131367527,0.7945235298368204,0.700483894051943,0.749317880725415,0.7771848184775366,0.6788842889905089,0.8215289352896679,0.7647065978869675,1.0,0.7551083307911354,0.7353349271390903,0.7421187668030685,0.7838584625925445,0.7598915666353865,0.7687116858264452,0.7496738514517832,0.7906748768500579,0.7445478610517983,0.756133597157157,0.7207111223353803,0.7326064116395018,0.7346108104924893,0.7634644457518244,0.7675544338540663,0.7300524804184619,0.7390710382513661,0.7291388491480388,0.7367474605763314,0.7477806286676602,0.6901681062221843,0.7616466941194348,0.7556484103091189,0.6830045566350772,0.7884534231964804,0.7622635367616323,0.7812615380923201,0.7945394342483959,0.6417475789139289,0.7523872196891853,0.7852777156304479,0.7552844695473405,0.7773224043715847,0.7603672141357678,0.775426801809431,0.7716444219563082,0.6625613819732968,0.7227941316000268,0.7644889181740497,0.5822834032914161,0.6790865525401919,0.704768992143828
elementary_mathematics,0.7704429798497219,0.6838924619140067,0.767257123419138,0.6598568183908343,0.7442238863833353,0.7171232433996207,0.678163361450208,0.7189798922985584,0.7153785278854596,0.7408085038294443,0.7740190830444073,0.5581105211778008,0.777476970774592,0.6934707879030457,0.7551083307911354,1.0,0.7567962724394108,0.7227018738470783,0.7261688211244074,0.7921224898243744,0.7765173280913255,0.7603196302471611,0.7710488962033584,0.7041626288614777,0.7747632640703176,0.7394850769147514,0.751361469764801,0.7615916904475493,0.7440612852016338,0.7223368681154547,0.6488834711322998,0.6707538866306842,0.6525982463763436,0.6442651669316818,0.7228307056231547,0.6901062464320263,0.6534940577059002,0.7593871607862904,0.6442025230951123,0.7248385725621657,0.7358209751767439,0.6860628744025485,0.687971343396595,0.6174679817385083,0.7411924119241193,0.681603586078869,0.7006124510292756,0.7401422197304102,0.741042768557364,0.713804259452989,0.7060435553008203,0.5732555871756074,0.6625891564490793,0.6529990111183398,0.5285796818307964,0.6049843779478736,0.5757758924143829
formal_logic,0.7409230449554598,0.7716429877303117,0.8487434859318529,0.6891068048437711,0.7953622681300364,0.8188701274903922,0.7681070014101402,0.7811283291488003,0.6694122010010903,0.7482963153141746,0.7568938389092268,0.5763345410870213,0.8040823768640372,0.7855220577037375,0.7353349271390903,0.7567962724394108,1.0,0.7246684131935104,0.7554673007133336,0.8079019073569483,0.7745178203169616,0.739036089533873,0.7813719603197665,0.7601790554260495,0.8149667406794556,0.6299325558173422,0.8433242506811991,0.8196751906473783,0.8141594806763365,0.7801227130895332,0.7194281229555206,0.751706020136621,0.739073796900386,0.6998531287230934,0.7563702180655735,0.7526360819844892,0.6744242841862671,0.7860606399114783,0.7237479436803828,0.7116690317724775,0.7570947146515719,0.7422042493827105,0.7607363730627454,0.7332017800603906,0.8627749245943015,0.7569777111305068,0.8059906564555036,0.7899052371308595,0.8027209040036237,0.8152694464005767,0.8250512463041135,0.6189260088114207,0.7026698589817388,0.6685316783104838,0.5940096706730529,0.6423956661954648,0.6818141563968609
global_facts,0.7325544770121325,0.7224209261108384,0.7295252932147834,0.5576271440739633,0.7105684310609788,0.7285238853395535,0.7294203234648867,0.7248975220828611,0.6827255574236464,0.6478685633795589,0.7099474601996834,0.5221110189802414,0.7346273080347507,0.6511013581639699,0.7421187668030685,0.7227018738470783,0.7246684131935104,1.0,0.7912117770093811,0.7082298102477218,0.7911786854805283,0.7140911224187476,0.7415577226280909,0.7169323539389972,0.7291552238035793,0.5950891601398819,0.6972707416171963,0.7184093044720596,0.759768009261234,0.7474474469488898,0.7136990900824891,0.7146836922447296,0.7129147782428277,0.6023770235994712,0.7232589690464277,0.7138045975132404,0.6547461489780682,0.710654431548206,0.6760435922493023,0.6712881534733778,0.6934337420415717,0.6998954898210721,0.7320166499870736,0.6880816988191735,0.7377297010915356,0.6926893922273593,0.7009031004355889,0.7434905205309854,0.7934975137197675,0.7594330039191737,0.6954272949634358,0.5835179331127655,0.7381458989195099,0.7358292944261322,0.5930771838095122,0.5767684507061976,0.6606812075694327
high_school_biology,0.7705179233200912,0.8202341236756077,0.7920401141034011,0.6318036155010692,0.8235301823398112,0.7786156729485922,0.7674479252336252,0.7668045623172873,0.6588895229976302,0.7873807133633685,0.7534549622548602,0.6323523100816116,0.8281106192633615,0.8027397260273973,0.7838584625925445,0.7261688211244074,0.7554673007133336,0.7912117770093811,1.0,0.7978171855634482,0.776636888081039,0.7713615701329465,0.8110013521554214,0.7330482415772713,0.8185607439176555,0.669855542105948,0.8210413159651239,0.8013698630136986,0.8436909206477512,0.8546124859635796,0.755880044923496,0.7428187525091652,0.7410958904109589,0.6657798169309638,0.729533586526289,0.7491663785170612,0.6927304185513956,0.7649076505375254,0.7340858192254976,0.7205176564243747,0.7301797705909852,0.7673646946543731,0.8024623843293028,0.6861939539759645,0.7629541084984394,0.8054654420423515,0.7808919200817374,0.8084822886425721,0.8538647985422729,0.8284364649123638,0.8163870073581799,0.6081793478736292,0.753941232608672,0.748983329185143,0.6472472604726035,0.6386358773714939,0.6726524983545698
high_school_chemistry,0.758793174054571,0.8002728512326731,0.7885100772528182,0.6973431411566449,0.8076405878781845,0.8188701274903922,0.7378232128240774,0.7783923279959146,0.6598296132566985,0.792072333760342,0.8090934140064149,0.6139215763753053,0.8149667406794557,0.7827898070682462,0.7598915666353865,0.7921224898243744,0.8079019073569483,0.7082298102477218,0.7978171855634482,1.0,0.7553262283091077,0.6882101874655584,0.8115301763321083,0.7199506017629922,0.8666674688026932,0.659864556309743,0.840599455040872,0.853828323591019,0.81007506856592,0.7733153595721725,0.7111746454455146,0.6834931326469095,0.7049206639567452,0.7150373188926279,0.7083249229071431,0.7443653558088356,0.6922082916800226,0.7600864622448382,0.6806842464556384,0.7323170694447932,0.7749896806342453,0.6920003056401871,0.7607363730627454,0.6408726670157489,0.8016333945049415,0.7787612423860609,0.7923759494207823,0.7326064116395018,0.7945852191657492,0.788002909731661,0.8236897756006414,0.6010061020975043,0.686265115192282,0.7235548617105236,0.609312027528799,0.6011282786454349,0.6653186526130659
high_school_computer_science,0.7413582998445393,0.7380083661429359,0.80578588835981,0.6519343235236205,0.770084385265421,0.7647896890847469,0.7091473960011356,0.8162439972081883,0.719008946536446,0.7116326248847105,0.7712525214286862,0.6093160122998166,0.7994750901623545,0.7381486883177308,0.7687116858264452,0.7765173280913255,0.7745178203169616,0.7911786854805283,0.776636888081039,0.7553262283091077,1.0,0.7353160240144463,0.7917241379310346,0.7383631941713482,0.8049509469442885,0.6434131718772375,0.7676636803141565,0.7642656810142614,0.7835800241418279,0.784949919288929,0.733568405374703,0.7508665931197598,0.7299012169398791,0.662515975211297,0.7707189672164835,0.7226186102930808,0.6964915052063124,0.7414058316846737,0.6848961520432976,0.7396185731730595,0.7770150178840569,0.7276831956133147,0.7421236544299783,0.6789927955892716,0.7505422766234817,0.7520724357585026,0.7356336939932895,0.7673389863874694,0.7899515515904216,0.791507113874487,0.7178250570809751,0.5880811722922578,0.7634141680612132,0.7446411360218684,0.5752895550071403,0.6906615741169374,0.6791173978053523
high_school_european_history,0.7318089075343523,0.7024255723736746,0.7895147073006817,0.6491351035392731,0.7593026899107969,0.7029716538111876,0.6939640299340656,0.722764808476691,0.727402536271782,0.675867855254921,0.6980609418282548,0.578297020499521,0.8079933544711647,0.7038674327463138,0.7496738514517832,0.7603196302471611,0.739036089533873,0.7140911224187476,0.7713615701329465,0.6882101874655584,0.7353160240144463,1.0,0.720112121262268,0.7231115783817459,0.7256850331328457,0.7023643420869886,0.7555201658803534,0.7245289033748747,0.719314837425331,0.741278649255112,0.7337038957145054,0.7359183679389064,0.6928479817444145,0.6388384773018599,0.7653981071582474,0.6963210901130078,0.6689712444870137,0.7305391696469203,0.6442981470781073,0.69812781411367,0.707843310532747,0.7620276616181322,0.673558768029551,0.6927231457938174,0.7000420379392781,0.7165693609466083,0.7179420991859696,0.8212023657187422,0.7792865001991968,0.7780291075606651,0.7110784079891631,0.6268279673472386,0.6864311443097478,0.6338424959197146,0.6199652409814461,0.6047162543129007,0.6209287700291475
high_school_geography,0.6984812339953216,0.7887635883497921,0.8347115356342648,0.680939876053273,0.8112653684346949,0.8679537658497758,0.7216128775714682,0.7487971913680513,0.6969703581368614,0.8492791674156024,0.7408447159243293,0.6443341739262428,0.8720301925229792,0.7463961596955827,0.7906748768500579,0.7710488962033584,0.7813719603197665,0.7415577226280909,0.8110013521554214,0.8115301763321083,0.7917241379310346,0.720112121262268,1.0,0.8374629801565386,0.84875780119976,0.6488890286591713,0.8142718323332304,0.8013793022145942,0.8589242572323882,0.7657713872295137,0.804157063250382,0.7687116858264451,0.8068776164664955,0.7416845508654772,0.7762438343649887,0.7808719339635404,0.7804558961501564,0.7689162521553482,0.6974758772849092,0.8102563020716101,0.7784000713918715,0.7809283074874597,0.8367752850319533,0.665330968716248,0.8312016469709963,0.869883418409197,0.8493349912026805,0.7522392925587357,0.8281530083167287,0.8011094532109192,0.8452253057613772,0.6407865603750544,0.7524099998729434,0.7667865973161991,0.6536745065409598,0.6560592908445456,0.7565727425652296
high_school_government_and_politics,0.6564302428321527,0.7551448823926316,0.8042516839062172,0.6317607743479488,0.7556605156943623,0.8198509453586411,0.7190122523852932,0.6866961314541676,0.7052883051239963,0.7633052333405351,0.6615701674556398,0.5655598938987869,0.821484091224298,0.6885367733980061,0.7445478610517983,0.7041626288614777,0.7601790554260495,0.7169323539389972,0.7330482415772713,0.7199506017629922,0.7383631941713482,0.7231115783817459,0.8374629801565386,1.0,0.7840809369864294,0.5942945617794668,0.7948587568597195,0.7274843080548632,0.8580850798304792,0.7153019405372008,0.7535280067783627,0.727878879087952,0.7608679091893119,0.6872887092215301,0.7114297215555442,0.7565063164352641,0.7521620912479725,0.7488621538250406,0.6789257144918306,0.7960993359743597,0.7792803359185634,0.7888666922337023,0.7787431599674013,0.6663588809627744,0.7774840813755411,0.8067940492105636,0.8234289780602659,0.7612168430156445,0.8200884816185307,0.7940126336922524,0.7901591203608613,0.6470304487507547,0.7502540909139348,0.7115097164375618,0.6898044675980529,0.6218706970438532,0.7418081635416651
high_school_macroeconomics,0.7275608640869669,0.7937388914019926,0.8257162395008035,0.7114744392341618,0.8555890072336839,0.8559824676770417,0.7299467322789281,0.7800662915004164,0.6835399333615924,0.80465682258099,0.7544929456012573,0.6033553386412979,0.8600543478260869,0.7762684388152433,0.756133597157157,0.7747632640703176,0.8149667406794556,0.7291552238035793,0.8185607439176555,0.8666674688026932,0.8049509469442885,0.7256850331328457,0.84875780119976,0.7840809369864294,1.0,0.6644021739130435,0.8993205602489486,0.8676743885527148,0.8552007414594789,0.8212102509404217,0.7376819046115367,0.737059956868508,0.7407974732454782,0.7140651398993364,0.7430041349998375,0.7791443867349046,0.7377159324172065,0.7918179126837068,0.7047295050794128,0.7739359892147581,0.7931812891241837,0.7317100040075627,0.8141609898085619,0.6644081539051007,0.8412490783250384,0.7777024230760284,0.851121882597192,0.809267309389822,0.8476690412519717,0.8141609898085619,0.8266487294234709,0.6304737263685269,0.7563226269427131,0.7472978698485586,0.6362682337789665,0.6167954844889757,0.6808871482776143
