control,flaw_class,severity,seed,method,positive_count,AUPRC,AUROC,precision_at_k,interpretation
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8102,DIFFICULTY_MATCHING,36,0.1816146147905289,0.5288671023965141,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8102,DIFFICULTY_STRATIFIED_NULL,36,0.14903006314986345,0.4941448801742919,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8102,FAMILY_BALANCED_DIFFICULTY,36,0.1801539394003776,0.5708741830065359,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8102,SUBJECT_CONDITIONED_DIFFICULTY,36,0.33375058246381556,0.7465958605664488,0.4444444444444444,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8102,V7_FROZEN,36,0.3725406392902684,0.7984068627450981,0.3611111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8102,V8_FULL,36,0.1801539394003776,0.5708741830065359,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8103,CONDITIONAL_RESIDUALIZATION,36,0.18172363558963758,0.49189814814814814,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8103,CROSS_FITTED_DIFFICULTY,36,0.1813728189344731,0.49189814814814814,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8103,DIFFICULTY_MATCHING,36,0.21201066609721148,0.5363562091503268,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8103,DIFFICULTY_STRATIFIED_NULL,36,0.1759111694056429,0.5416666666666666,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8103,FAMILY_BALANCED_DIFFICULTY,36,0.18172363558963758,0.49189814814814814,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8103,SUBJECT_CONDITIONED_DIFFICULTY,36,0.1738552084949962,0.5450708061002179,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8103,V7_FROZEN,36,0.49080289215902,0.8367374727668845,0.5,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8103,V8_FULL,36,0.18172363558963758,0.49189814814814814,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8104,CONDITIONAL_RESIDUALIZATION,36,0.14834128800642435,0.5267565359477124,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8104,CROSS_FITTED_DIFFICULTY,36,0.14834128800642435,0.5266884531590414,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8104,DIFFICULTY_MATCHING,36,0.15035795678266523,0.4948937908496732,0.15000000000000002,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8104,DIFFICULTY_STRATIFIED_NULL,36,0.15430315564676259,0.49870642701525053,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8104,FAMILY_BALANCED_DIFFICULTY,36,0.14834128800642435,0.5267565359477124,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8104,SUBJECT_CONDITIONED_DIFFICULTY,36,0.24291565063217085,0.6397058823529411,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8104,V7_FROZEN,36,0.3744299618933758,0.8232570806100218,0.4722222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8104,V8_FULL,36,0.14834128800642435,0.5267565359477124,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8105,CONDITIONAL_RESIDUALIZATION,36,0.19798166364427303,0.633510348583878,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8105,CROSS_FITTED_DIFFICULTY,36,0.19798166364427303,0.633510348583878,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8105,DIFFICULTY_MATCHING,36,0.17030954473994875,0.514229302832244,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8105,DIFFICULTY_STRATIFIED_NULL,36,0.16611533597105277,0.5239651416122004,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8105,FAMILY_BALANCED_DIFFICULTY,36,0.19798166364427303,0.633510348583878,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8105,SUBJECT_CONDITIONED_DIFFICULTY,36,0.23025394025303098,0.6099537037037037,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8105,V7_FROZEN,36,0.3595289289512056,0.8087554466230937,0.3472222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
DIFFICULTY_CONDITIONED_NEGATIVE_CONTROL,NO_FLAW_DIFFICULTY_LABEL_ONLY,0.0,8105,V8_FULL,36,0.19798166364427303,0.633510348583878,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8101,CONDITIONAL_RESIDUALIZATION,36,0.1412036074166702,0.4426742919389978,0.09722222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8101,CROSS_FITTED_DIFFICULTY,36,0.1412036074166702,0.4426742919389978,0.09722222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8101,DIFFICULTY_MATCHING,36,0.15115303311566092,0.4875408496732026,0.1507936507936508,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8101,DIFFICULTY_STRATIFIED_NULL,36,0.18267217896519808,0.5065359477124183,0.25,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8101,FAMILY_BALANCED_DIFFICULTY,36,0.1412036074166702,0.4426742919389978,0.09722222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8101,SUBJECT_CONDITIONED_DIFFICULTY,36,0.13497218755501356,0.43280228758169936,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8101,V7_FROZEN,36,0.1145835249438124,0.36008986928104575,0.09722222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8101,V8_FULL,36,0.1412036074166702,0.4426742919389978,0.09722222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8102,CONDITIONAL_RESIDUALIZATION,36,0.14304902067247957,0.3950844226579521,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8102,CROSS_FITTED_DIFFICULTY,36,0.14304902067247957,0.394880174291939,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8102,DIFFICULTY_MATCHING,36,0.1320851602197996,0.4482570806100218,0.027777777777777776,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8102,DIFFICULTY_STRATIFIED_NULL,36,0.13615680459158525,0.43137254901960786,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8102,FAMILY_BALANCED_DIFFICULTY,36,0.14304902067247957,0.3950844226579521,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8102,SUBJECT_CONDITIONED_DIFFICULTY,36,0.13654660639616562,0.4174155773420479,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8102,V7_FROZEN,36,0.10827030899683845,0.3346269063180828,0.0,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8102,V8_FULL,36,0.14304902067247957,0.3950844226579521,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8103,CONDITIONAL_RESIDUALIZATION,36,0.13789984648652373,0.42163671023965144,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8103,CROSS_FITTED_DIFFICULTY,36,0.13801932079954643,0.42163671023965144,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8103,DIFFICULTY_MATCHING,36,0.13847141215239142,0.45268246187363836,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8103,DIFFICULTY_STRATIFIED_NULL,36,0.14228044731729877,0.4511165577342048,0.125,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8103,FAMILY_BALANCED_DIFFICULTY,36,0.13789984648652373,0.42163671023965144,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8103,SUBJECT_CONDITIONED_DIFFICULTY,36,0.1465914997066436,0.41360294117647056,0.16666666666666666,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8103,V7_FROZEN,36,0.10720420028959272,0.32094226579520696,0.027777777777777776,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8103,V8_FULL,36,0.13789984648652373,0.42163671023965144,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8104,CONDITIONAL_RESIDUALIZATION,36,0.12470335661584978,0.3844635076252723,0.0,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8104,CROSS_FITTED_DIFFICULTY,36,0.12475724208371036,0.3844635076252723,0.0,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8104,DIFFICULTY_MATCHING,36,0.13133310054481181,0.4389297385620915,0.037037037037037035,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8104,DIFFICULTY_STRATIFIED_NULL,36,0.14613130994925028,0.4758986928104575,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8104,FAMILY_BALANCED_DIFFICULTY,36,0.12470335661584978,0.3844635076252723,0.0,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8104,SUBJECT_CONDITIONED_DIFFICULTY,36,0.12845329629906793,0.3593409586056645,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8104,V7_FROZEN,36,0.10415447925216141,0.29534313725490197,0.05555555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8104,V8_FULL,36,0.12470335661584978,0.3844635076252723,0.0,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8105,CONDITIONAL_RESIDUALIZATION,36,0.16495515861858268,0.49611928104575165,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8105,CROSS_FITTED_DIFFICULTY,36,0.16495515861858268,0.49611928104575165,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8105,DIFFICULTY_MATCHING,36,0.16156584350419667,0.5079656862745098,0.14814814814814814,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8105,DIFFICULTY_STRATIFIED_NULL,36,0.18440637110571215,0.5691040305010894,0.1574074074074074,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8105,FAMILY_BALANCED_DIFFICULTY,36,0.16495515861858268,0.49611928104575165,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8105,SUBJECT_CONDITIONED_DIFFICULTY,36,0.14211917612189265,0.4661628540305011,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8105,V7_FROZEN,36,0.12123713808394779,0.4040032679738562,0.027777777777777776,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.4,8105,V8_FULL,36,0.16495515861858268,0.49611928104575165,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8101,CONDITIONAL_RESIDUALIZATION,36,0.13511505477218086,0.43001089324618735,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8101,CROSS_FITTED_DIFFICULTY,36,0.13511505477218086,0.43001089324618735,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8101,DIFFICULTY_MATCHING,36,0.14696872310817233,0.49026416122004357,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8101,DIFFICULTY_STRATIFIED_NULL,36,0.15704477821763063,0.5273692810457516,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8101,FAMILY_BALANCED_DIFFICULTY,36,0.13511505477218086,0.43001089324618735,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8101,SUBJECT_CONDITIONED_DIFFICULTY,36,0.13432769623024193,0.4082924836601307,0.05555555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8101,V7_FROZEN,36,0.10157600703532159,0.28737745098039214,0.027777777777777776,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8101,V8_FULL,36,0.13511505477218086,0.43001089324618735,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8102,CONDITIONAL_RESIDUALIZATION,36,0.16816413900622168,0.5740740740740741,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8102,CROSS_FITTED_DIFFICULTY,36,0.16871220205428475,0.5740740740740741,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8102,DIFFICULTY_MATCHING,36,0.17144857787774173,0.5344498910675382,0.24305555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8102,DIFFICULTY_STRATIFIED_NULL,36,0.19223729285832042,0.5086465141612201,0.2222222222222222,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8102,FAMILY_BALANCED_DIFFICULTY,36,0.16816413900622168,0.5740740740740741,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8102,SUBJECT_CONDITIONED_DIFFICULTY,36,0.15094720868461933,0.5275054466230937,0.1388888888888889,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8102,V7_FROZEN,36,0.11622900561741668,0.380650871459695,0.0,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8102,V8_FULL,36,0.16816413900622168,0.5740740740740741,0.08333333333333333,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8103,CONDITIONAL_RESIDUALIZATION,36,0.1811592956461608,0.4966639433551198,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8103,CROSS_FITTED_DIFFICULTY,36,0.1816131809039676,0.49673202614379086,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8103,DIFFICULTY_MATCHING,36,0.1740329557446688,0.5676062091503268,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8103,DIFFICULTY_STRATIFIED_NULL,36,0.21616677106663504,0.5692401960784313,0.2777777777777778,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8103,FAMILY_BALANCED_DIFFICULTY,36,0.1811592956461608,0.4966639433551198,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8103,SUBJECT_CONDITIONED_DIFFICULTY,36,0.1384717667211846,0.42939814814814814,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8103,V7_FROZEN,36,0.10509962563761802,0.30637254901960786,0.0,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8103,V8_FULL,36,0.1811592956461608,0.4966639433551198,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8104,CONDITIONAL_RESIDUALIZATION,36,0.13177513671461027,0.43967864923747274,0.05555555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8104,CROSS_FITTED_DIFFICULTY,36,0.13177513671461027,0.43967864923747274,0.05555555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8104,DIFFICULTY_MATCHING,36,0.1294574076078265,0.4193218954248366,0.027777777777777776,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8104,DIFFICULTY_STRATIFIED_NULL,36,0.14515116588395258,0.4496868191721133,0.19444444444444445,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8104,FAMILY_BALANCED_DIFFICULTY,36,0.13177513671461027,0.43967864923747274,0.05555555555555555,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
TRUE_FLAW,AMBIGUITY,0.7,8104,SUBJECT_CONDITIONED_DIFFICULTY,36,0.1373197197514524,0.3931781045751634,0.1111111111111111,EXPLORATORY_DEVELOPMENT_NOT_CONFIRMATORY_EVIDENCE
