item_id,subject,difficulty_matching,conditional_residualization,difficulty_stratified_null,cross_fitted_difficulty,subject_conditioned_difficulty,family_balanced_difficulty,v8_full,raw_difficulty,family_balanced_difficulty_estimate,family_disagreement,exploratory_stratified_p_value,exploratory_BH_q_value,claim_status
abstract_algebra::mmlu_abstract_algebra_id110,abstract_algebra,0.0,0.0,0.0387624466571835,0.0,0.0,0.0,0.0,0.6153846153846154,0.6503787878787879,0.33539329906795656,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id111,abstract_algebra,0.0,0.0,0.0754985754985755,0.0,0.8809323978522875,0.0,0.0,0.8461538461538461,0.7993181818181818,0.3059331511543112,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id112,abstract_algebra,0.0,0.0,0.35739687055476527,0.0,0.4686373883821311,0.0,0.0,0.7692307692307692,0.7568181818181818,0.18371641669454963,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id113,abstract_algebra,0.0,0.0,0.027065527065527065,0.0,0.6435691248953991,0.0,0.0,0.7948717948717949,0.8409848484848486,0.17942568886224589,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id114,abstract_algebra,0.0,0.2682054620952077,0.2101139601139601,0.26820546209520785,1.0,0.2682054620952077,0.2682054620952077,0.9230769230769231,0.8166666666666667,0.32015621187164245,0.07692307692307693,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id115,abstract_algebra,0.0,0.0,0.07361308677098151,0.0,0.0,0.0,0.0,0.641025641025641,0.6768939393939394,0.2424245383520921,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id16,abstract_algebra,0.25260598669775747,0.5412931792339049,0.7139800285306704,0.5412931792339081,0.0,0.5412931792339049,0.5412931792339049,0.41025641025641024,0.4213636363636365,0.3335553324107027,0.4,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id17,abstract_algebra,0.0,0.0,0.16145092460881935,0.0,0.0,0.0,0.0,0.6923076923076923,0.671060606060606,0.29784075252713826,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id18,abstract_algebra,0.021647559364014638,0.26592102648358323,0.5228245363766049,0.2659210264835863,0.0,0.26592102648358323,0.26592102648358323,0.46153846153846156,0.41295454545454535,0.2941522288655254,0.9,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id19,abstract_algebra,0.0,0.07648283927085817,0.34925160370634356,0.07648283927086041,0.0,0.07648283927085817,0.07648283927085817,0.4871794871794872,0.5521212121212121,0.28604776550533806,0.5294117647058824,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id20,abstract_algebra,0.25260598669775747,0.521482541002103,0.7139800285306704,0.5214825410021068,0.0,0.521482541002103,0.521482541002103,0.41025641025641024,0.4004545454545455,0.3333209708451335,0.6,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id21,abstract_algebra,0.0,0.0,0.10968660968660969,0.0,1.0,0.0,0.0,0.8717948717948718,0.8750757575757576,0.1639938750284045,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id22,abstract_algebra,0.12282308784320244,0.5473762343471702,0.5602280826799715,0.5473762343471734,0.0,0.5473762343471702,0.5473762343471702,0.41025641025641024,0.4922727272727273,0.3474030970583452,0.11764705882352941,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id23,abstract_algebra,0.06965412887843049,0.0,0.7589031339031339,0.0,1.0,0.0,0.0,0.9743589743589743,0.9666666666666667,0.09999999999999999,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id24,abstract_algebra,1.0,0.8646192818587395,0.9662402274342573,0.8646192818587454,0.0,0.8646192818587395,0.8646192818587395,0.2564102564102564,0.2312878787878787,0.3095814678912612,0.7,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id25,abstract_algebra,0.8935821604136837,0.7159233055134332,0.9509594882729211,0.715923305513438,0.0,0.7159233055134332,0.7159233055134332,0.28205128205128205,0.22795454545454552,0.23412803716548028,0.8,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id26,abstract_algebra,0.0,0.0,0.10968660968660969,0.0,1.0,0.0,0.0,0.8717948717948718,0.8450757575757576,0.19874238727905383,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id27,abstract_algebra,0.007343874176331038,0.4189861844089846,0.5017818959372773,0.4189861844089875,0.0,0.4189861844089846,0.4189861844089846,0.4358974358974359,0.47969696969696973,0.3939861277640666,0.29411764705882354,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id28,abstract_algebra,0.0,0.0,0.2101139601139601,0.0,1.0,0.0,0.0,0.9230769230769231,0.8966666666666667,0.1715614564327703,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id29,abstract_algebra,0.0,0.06798887502566184,0.29480796586059743,0.0679888750256632,0.24219504467701794,0.06798887502566184,0.06798887502566184,0.7435897435897436,0.6792424242424243,0.3289240396734705,0.09090909090909091,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id30,abstract_algebra,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.5897435897435898,0.6837121212121212,0.36509826878221235,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id31,abstract_algebra,0.0,0.0,0.1120199146514936,0.0,0.0,0.0,0.0,0.6666666666666667,0.6210606060606061,0.27984848484848485,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id32,abstract_algebra,0.0,0.0,0.3321454027084818,0.0,0.0,0.0,0.0,0.6666666666666667,0.5826515151515151,0.3763415626303922,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id33,abstract_algebra,0.0,0.0,0.16535994297933002,0.0,0.0,0.0,0.0,0.5384615384615384,0.5644696969696971,0.3026532597514855,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id34,abstract_algebra,1.0,1.0,0.9907604832977968,1.0,0.3302362876873254,1.0,1.0,0.23076923076923073,0.23734848484848492,0.29454406136657674,0.5,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id35,abstract_algebra,0.8830965739605725,0.7269783566131761,0.7688477951635846,0.7269783566131813,0.0,0.7269783566131761,0.7269783566131761,0.2564102564102564,0.2013636363636364,0.3081003512595871,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id36,abstract_algebra,0.0,0.0,0.00819088319088319,0.0,0.369071370595457,0.0,0.0,0.7435897435897436,0.7910606060606061,0.18235835163596592,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id37,abstract_algebra,0.0,0.0,0.027065527065527065,0.0,0.6389782921683547,0.0,0.0,0.7948717948717949,0.8243181818181818,0.30083913290045483,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id38,abstract_algebra,0.0,0.0,0.29480796586059743,0.0,0.3602442260790505,0.0,0.0,0.7435897435897436,0.7784090909090909,0.22162975572469854,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id39,abstract_algebra,0.36808520036462883,0.6326780020082021,0.8131241084165478,0.6326780020082059,0.0,0.6326780020082021,0.6326780020082021,0.3846153846153846,0.38287878787878793,0.32755883257372487,0.3,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id40,abstract_algebra,0.0,0.0,0.1631054131054131,0.0,1.0,0.0,0.0,0.8974358974358975,0.9118181818181819,0.15661976907822237,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id41,abstract_algebra,0.7145228413652426,0.9071089898319467,0.9507845934379457,0.9071089898319514,0.0,0.9071089898319467,0.9071089898319467,0.3076923076923077,0.32060606060606056,0.3275918758123518,0.2,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id42,abstract_algebra,0.25260598669775747,0.5412362131417983,0.7139800285306704,0.5412362131418021,0.0,0.5412362131417983,0.5412362131417983,0.41025641025641024,0.42128787878787866,0.31687039444837634,0.5,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id43,abstract_algebra,0.0,0.0,0.05844618674269423,0.0,0.0,0.0,0.0,0.5641025641025641,0.4850757575757576,0.35303096143780455,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id44,abstract_algebra,0.0,0.0,0.16145092460881935,0.0,0.0,0.0,0.0,0.6923076923076923,0.6526515151515151,0.39199714238993283,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id45,abstract_algebra,0.0,1.0,0.7156028368794326,1.0,0.0,1.0,1.0,0.07692307692307687,0.11999999999999988,0.29933259094191533,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id46,abstract_algebra,0.0,0.0,0.16145092460881935,0.0,0.10577840141804123,0.0,0.0,0.6923076923076923,0.7770454545454546,0.22586484384682448,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id47,abstract_algebra,0.0,0.3595564403729344,0.5281227173119065,0.3595564403729386,0.0,0.3595564403729344,0.3595564403729344,0.02564102564102566,0.009090909090909038,0.02727272727272728,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id48,abstract_algebra,0.0,1.0,0.7156028368794326,1.0,0.0,1.0,1.0,0.07692307692307687,0.11999999999999988,0.29933259094191533,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id49,abstract_algebra,0.0,0.0,0.08570412517780938,0.0,0.0,0.0,0.0,0.5128205128205128,0.6303787878787879,0.2993389660148496,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id50,abstract_algebra,0.0,0.0,0.015313390313390313,0.0,0.51906776944204,0.0,0.0,0.7692307692307692,0.8687121212121212,0.17915987558402618,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id51,abstract_algebra,0.6626237330799409,0.49040738765577546,0.8692253020611229,0.4904073876557791,0.0,0.49040738765577546,0.49040738765577546,0.33333333333333337,0.23795454545454542,0.29181646094398034,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id52,abstract_algebra,0.0,0.0,0.07361308677098151,0.0,0.0,0.0,0.0,0.641025641025641,0.7386363636363636,0.2439170420777891,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id53,abstract_algebra,0.0,0.10526639154793423,0.4126870990734141,0.1052663915479351,0.0,0.10526639154793423,0.10526639154793423,0.6923076923076923,0.5834090909090909,0.354818990894452,0.47058823529411764,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id54,abstract_algebra,0.0,0.2258046109635398,0.492176386913229,0.22580461096354157,0.6965997621799555,0.2258046109635398,0.2258046109635398,0.8205128205128205,0.7325757575757577,0.3109209416490354,0.06060606060606061,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id55,abstract_algebra,0.0,0.0,0.2194167852062589,0.0,0.1991602017430298,0.0,0.0,0.717948717948718,0.7409848484848485,0.2610906457505495,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id56,abstract_algebra,0.0,0.0,0.266928011404134,0.0,0.0,0.0,0.0,0.5128205128205128,0.5620454545454545,0.335372969536979,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id57,abstract_algebra,0.0,0.0,0.35739687055476527,0.0,0.4876406410913363,0.0,0.0,0.7692307692307692,0.7793181818181818,0.174645794628062,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id58,abstract_algebra,0.0,0.0,0.07361308677098151,0.0,0.0,0.0,0.0,0.641025641025641,0.6679545454545455,0.3155319036664993,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id59,abstract_algebra,0.0,0.0,0.0387624466571835,0.0,0.0,0.0,0.0,0.6153846153846154,0.6845454545454546,0.1829833875251872,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id60,abstract_algebra,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.5897435897435898,0.6019696969696969,0.29541029194612556,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id61,abstract_algebra,0.0,0.0,0.2194167852062589,0.0,0.17040804778977423,0.0,0.0,0.717948717948718,0.7168181818181818,0.1694024093941404,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id62,abstract_algebra,0.0,0.13670897745955518,0.3930099857346648,0.1367089774595576,0.0,0.13670897745955518,0.13670897745955518,0.4871794871794872,0.4187878787878788,0.3164913245162199,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id63,abstract_algebra,0.13712677303088605,0.42102530430384805,0.62660485021398,0.42102530430385127,0.0,0.42102530430384805,0.42102530430384805,0.4358974358974359,0.45053030303030295,0.3279181433978811,0.7,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id64,abstract_algebra,0.0,0.0,0.04202279202279202,0.0,0.7541741585223444,0.0,0.0,0.8205128205128205,0.7992424242424242,0.19747167968889914,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id65,abstract_algebra,0.0,0.28287086249461174,0.43300071275837493,0.28287086249461424,0.0,0.28287086249461174,0.28287086249461174,0.46153846153846156,0.4846212121212121,0.4096466553401907,0.4117647058823529,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id66,abstract_algebra,0.0,0.28778676674729525,0.43300071275837493,0.2877867667472978,0.0,0.28778676674729525,0.28778676674729525,0.46153846153846156,0.46537878787878795,0.33151744535520195,0.35294117647058826,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id67,abstract_algebra,0.007343874176331038,0.4204507456553295,0.5017818959372773,0.4204507456553324,0.0,0.4204507456553295,0.4204507456553295,0.4358974358974359,0.47477272727272735,0.33562915475640326,0.23529411764705882,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id68,abstract_algebra,0.0,0.0,0.015313390313390313,0.0,0.5185493685960744,0.0,0.0,0.7692307692307692,0.8520454545454546,0.20330545861863186,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id69,abstract_algebra,0.0,0.0,0.027065527065527065,0.0,0.6297973779994159,0.0,0.0,0.7948717948717949,0.8034848484848485,0.18986492951584052,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id70,abstract_algebra,0.0,0.5985754691395749,0.5281227173119065,0.5985754691395792,0.0,0.5985754691395749,0.5985754691395749,0.07692307692307687,0.03818181818181832,0.0764717848902294,0.6666666666666666,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id71,abstract_algebra,1.0,0.9916669242670791,0.8051209103840683,0.9916669242670847,0.0,0.9916669242670791,0.9916669242670791,0.20512820512820518,0.20060606060606068,0.3070933670533349,0.75,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id72,abstract_algebra,0.0,0.0,0.4274537695590327,0.0,0.5998927902499317,0.0,0.0,0.7948717948717949,0.7617424242424242,0.2657485162237313,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id73,abstract_algebra,0.0,0.017016414111029426,0.266928011404134,0.017016414111031507,0.0,0.017016414111029426,0.017016414111029426,0.5128205128205128,0.4778030303030303,0.2954024915295004,0.5882352941176471,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id74,abstract_algebra,0.0,0.0,0.00819088319088319,0.0,0.3864175220790937,0.0,0.0,0.7435897435897436,0.8268939393939394,0.22944698608063607,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id75,abstract_algebra,0.54714451941307,0.6204750039552638,0.8308457711442786,0.620475003955268,0.0,0.6204750039552638,0.6204750039552638,0.3589743589743589,0.31386363636363634,0.279479143403933,0.9,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id76,abstract_algebra,0.0,0.0,0.015313390313390313,0.0,0.517206761685032,0.0,0.0,0.7692307692307692,0.8428030303030303,0.19668722461072266,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id77,abstract_algebra,0.0,0.0,0.07361308677098151,0.0,0.0,0.0,0.0,0.641025641025641,0.7061363636363637,0.31699425747884424,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id78,abstract_algebra,0.0,0.0,0.2556980056980057,0.0,1.0,0.0,0.0,0.9487179487179487,0.93,0.1552417469626002,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id79,abstract_algebra,0.0,0.0,0.1631054131054131,0.0,1.0,0.0,0.0,0.8974358974358975,0.8541666666666667,0.20348525745124632,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id80,abstract_algebra,0.0,0.0,0.08570412517780938,0.0,0.0,0.0,0.0,0.5128205128205128,0.6621969696969696,0.2813711120724856,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id81,abstract_algebra,0.0,0.0,0.0387624466571835,0.0,0.0,0.0,0.0,0.6153846153846154,0.6845454545454546,0.23601936855354702,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id82,abstract_algebra,0.0,0.0,0.29480796586059743,0.0,0.34881887707904025,0.0,0.0,0.7435897435897436,0.7643939393939394,0.22325874540829432,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id83,abstract_algebra,0.0,0.0,0.027065527065527065,0.0,0.6435691248953991,0.0,0.0,0.7948717948717949,0.8409848484848486,0.17942568886224586,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id84,abstract_algebra,1.0,1.0,0.9783226723525231,1.0,0.0,1.0,1.0,0.20512820512820518,0.2174242424242424,0.22686959195516412,0.5,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id85,abstract_algebra,1.0,1.0,0.9783226723525231,1.0,0.0,1.0,1.0,0.20512820512820518,0.2806060606060605,0.37922205419936295,0.5,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id86,abstract_algebra,0.0,0.0,0.1906116642958748,0.0,0.11159613959818077,0.0,0.0,0.6923076923076923,0.6978030303030303,0.21006974715199522,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id87,abstract_algebra,0.0,0.0,0.16535994297933002,0.0,0.0,0.0,0.0,0.5384615384615384,0.547878787878788,0.2867883654802602,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id88,abstract_algebra,0.06965412887843049,0.0,0.7589031339031339,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id89,abstract_algebra,1.0,0.904361845143519,0.9662402274342573,0.9043618451435246,0.0,0.904361845143519,0.904361845143519,0.2564102564102564,0.2406818181818181,0.2519843310132928,0.6,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id90,abstract_algebra,0.0,0.0,0.2194167852062589,0.0,0.1580513637458144,0.0,0.0,0.717948717948718,0.7075757575757575,0.3270797691546609,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id91,abstract_algebra,0.0,0.0,0.16535994297933002,0.0,0.0,0.0,0.0,0.5384615384615384,0.5547727272727273,0.3127032029878513,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id92,abstract_algebra,0.0,0.0,0.027065527065527065,0.0,0.6297973779994159,0.0,0.0,0.7948717948717949,0.8034848484848485,0.18986492951584055,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
abstract_algebra::mmlu_abstract_algebra_id93,abstract_algebra,0.0,1.0,0.7156028368794326,1.0,0.0,1.0,1.0,0.10256410256410253,0.11818181818181817,0.2988960404140654,1.0,1.0,EXPLORATORY_ONLY_NO_EXTERNAL_LABEL_VALIDATION
