flaw_class,severity,prevalence,seed,AUPRC,AUROC,precision_at_k,FDR,recall_at_fixed_FDR,power,discoveries,threshold
LABEL_ERROR,0.5,0.05,2028,0.033342152698051214,0.2719736842105263,0.0,1.0,0.0,0.0,20,0.7188124999999992
LABEL_ERROR,0.5,0.05,2029,0.035017522081487035,0.30585526315789474,0.0,1.0,0.0,0.0,19,0.7188124999999992
LABEL_ERROR,0.5,0.15,2027,0.10037546161658453,0.28161764705882353,0.0,1.0,0.0,0.0,14,0.7188124999999992
LABEL_ERROR,0.5,0.15,2028,0.09887258196519792,0.27088235294117646,0.0,1.0,0.0,0.0,24,0.7188124999999992
LABEL_ERROR,0.5,0.15,2029,0.11362269889833677,0.37919117647058825,0.03333333333333333,1.0,0.0,0.0,9,0.7188124999999992
LABEL_ERROR,0.8,0.05,2027,0.0486978244143711,0.5025657894736842,0.0,1.0,0.0,0.0,19,0.7188124999999992
LABEL_ERROR,0.8,0.05,2028,0.05012938259351729,0.5226973684210526,0.0,1.0,0.0,0.0,16,0.7188124999999992
LABEL_ERROR,0.8,0.05,2029,0.04934640770563839,0.5049342105263158,0.0,1.0,0.0,0.0,17,0.7188124999999992
LABEL_ERROR,0.8,0.15,2027,0.14207017379956224,0.5199509803921568,0.03333333333333333,1.0,0.0,0.0,15,0.7188124999999992
LABEL_ERROR,0.8,0.15,2028,0.14174304786710767,0.5133823529411765,0.08333333333333333,1.0,0.0,0.0,15,0.7188124999999992
LABEL_ERROR,0.8,0.15,2029,0.13245515767893087,0.47308823529411764,0.03333333333333333,1.0,0.0,0.0,18,0.7188124999999992
MULTIPLE_LABEL_ERRORS,0.25,0.05,2027,0.03469226793337696,0.30276315789473685,0.0,1.0,0.0,0.0,25,0.7188124999999992
MULTIPLE_LABEL_ERRORS,0.25,0.05,2028,0.033058698364692385,0.25894736842105265,0.0,1.0,0.0,0.0,22,0.7188124999999992
MULTIPLE_LABEL_ERRORS,0.25,0.05,2029,0.03396228135477103,0.28875,0.0,1.0,0.0,0.0,17,0.7188124999999992
MULTIPLE_LABEL_ERRORS,0.25,0.15,2027,0.102638256550034,0.30049019607843136,0.016666666666666666,1.0,0.0,0.0,21,0.7188124999999992
MULTIPLE_LABEL_ERRORS,0.25,0.15,2028,0.10179272089432424,0.29904411764705885,0.0,1.0,0.0,0.0,18,0.7188124999999992
MULTIPLE_LABEL_ERRORS,0.25,0.15,2029,0.1049824846788752,0.317843137254902,0.0,1.0,0.0,0.0,11,0.7188124999999992
MULTIPLE_LABEL_ERRORS,0.5,0.05,2027,0.038622136209877804,0.3748026315789474,0.0,1.0,0.0,0.0,18,0.7188124999999992
MULTIPLE_LABEL_ERRORS,0.5,0.05,2028,0.05540148527048592,0.5580921052631579,0.0,1.0,0.0,0.0,15,0.7188124999999992
MULTIPLE_LABEL_ERRORS,0.5,0.05,2029,0.04937037096149119,0.4720394736842105,0.05,0.9375,0.05,0.05,16,0.7188124999999992
MULTIPLE_LABEL_ERRORS,0.5,0.15,2027,0.11384504626052977,0.38026960784313724,0.016666666666666666,1.0,0.0,0.0,16,0.7188124999999992
MULTIPLE_LABEL_ERRORS,0.5,0.15,2028,0.11090243310125456,0.36367647058823527,0.0,1.0,0.0,0.0,19,0.7188124999999992
MULTIPLE_LABEL_ERRORS,0.5,0.15,2029,0.12154594503356714,0.4247549019607843,0.0,1.0,0.0,0.0,12,0.7188124999999992
MULTIPLE_LABEL_ERRORS,0.8,0.05,2027,0.09384176103786987,0.7015789473684211,0.15,0.8333333333333334,0.1,0.1,12,0.7188124999999992
MULTIPLE_LABEL_ERRORS,0.8,0.05,2028,0.06467435339931024,0.6188157894736842,0.0,1.0,0.0,0.0,14,0.7188124999999992
MULTIPLE_LABEL_ERRORS,0.8,0.05,2029,0.05192742473577032,0.5317105263157895,0.0,1.0,0.0,0.0,13,0.7188124999999992
MULTIPLE_LABEL_ERRORS,0.8,0.15,2027,0.14584666201803936,0.5272303921568627,0.08333333333333333,1.0,0.0,0.0,19,0.7188124999999992
MULTIPLE_LABEL_ERRORS,0.8,0.15,2028,0.1774585693181973,0.6074019607843137,0.15,0.8947368421052632,0.03333333333333333,0.03333333333333333,19,0.7188124999999992
MULTIPLE_LABEL_ERRORS,0.8,0.15,2029,0.15974702562927223,0.5679656862745098,0.06666666666666667,0.9629629629629629,0.016666666666666666,0.016666666666666666,27,0.7188124999999992
AMBIGUITY,0.25,0.05,2027,0.04532067407529554,0.45703947368421055,0.0,1.0,0.0,0.0,29,0.7188124999999992
AMBIGUITY,0.25,0.05,2028,0.04360510837315205,0.39263157894736844,0.0,1.0,0.0,0.0,18,0.7188124999999992
AMBIGUITY,0.25,0.05,2029,0.03872806479652666,0.3676315789473684,0.0,1.0,0.0,0.0,20,0.7188124999999992
AMBIGUITY,0.25,0.15,2027,0.13068459758166853,0.45647058823529413,0.03333333333333333,1.0,0.0,0.0,23,0.7188124999999992
AMBIGUITY,0.25,0.15,2028,0.1360742186186207,0.47549019607843135,0.08333333333333333,1.0,0.0,0.0,25,0.7188124999999992
AMBIGUITY,0.25,0.15,2029,0.12993159655691652,0.4445343137254902,0.06666666666666667,0.9259259259259259,0.03333333333333333,0.03333333333333333,27,0.7188124999999992
AMBIGUITY,0.5,0.05,2027,0.04073155919725058,0.40842105263157896,0.0,1.0,0.0,0.0,17,0.7188124999999992
AMBIGUITY,0.5,0.05,2028,0.036294435770168366,0.3354605263157895,0.0,1.0,0.0,0.0,22,0.7188124999999992
AMBIGUITY,0.5,0.05,2029,0.036822410361003366,0.34539473684210525,0.0,1.0,0.0,0.0,21,0.7188124999999992
AMBIGUITY,0.5,0.15,2027,0.11138758866636454,0.36620098039215687,0.03333333333333333,1.0,0.0,0.0,6,0.7188124999999992
AMBIGUITY,0.5,0.15,2028,0.11853291903054515,0.4072794117647059,0.016666666666666666,1.0,0.0,0.0,12,0.7188124999999992
AMBIGUITY,0.5,0.15,2029,0.10505395668533919,0.3231127450980392,0.0,1.0,0.0,0.0,17,0.7188124999999992
AMBIGUITY,0.8,0.05,2027,0.03756453204171726,0.35427631578947366,0.0,1.0,0.0,0.0,24,0.7188124999999992
AMBIGUITY,0.8,0.05,2028,0.035114825755622095,0.3109868421052632,0.0,1.0,0.0,0.0,15,0.7188124999999992
AMBIGUITY,0.8,0.05,2029,0.04021438850987718,0.37144736842105264,0.0,1.0,0.0,0.0,10,0.7188124999999992
AMBIGUITY,0.8,0.15,2027,0.10760669681215161,0.34137254901960784,0.016666666666666666,1.0,0.0,0.0,19,0.7188124999999992
AMBIGUITY,0.8,0.15,2028,0.09913912185297914,0.26909313725490197,0.0,1.0,0.0,0.0,24,0.7188124999999992
AMBIGUITY,0.8,0.15,2029,0.10545059377538601,0.3261029411764706,0.016666666666666666,1.0,0.0,0.0,14,0.7188124999999992
DISTRACTOR_FAILURE,0.25,0.05,2027,0.03736441180630848,0.3508552631578947,0.0,1.0,0.0,0.0,19,0.7188124999999992
DISTRACTOR_FAILURE,0.25,0.05,2028,0.0423416988305662,0.43006578947368423,0.0,1.0,0.0,0.0,12,0.7188124999999992
DISTRACTOR_FAILURE,0.25,0.05,2029,0.03380669367540688,0.2814473684210526,0.0,1.0,0.0,0.0,22,0.7188124999999992
DISTRACTOR_FAILURE,0.25,0.15,2027,0.11076499024683799,0.3636519607843137,0.03333333333333333,1.0,0.0,0.0,18,0.7188124999999992
DISTRACTOR_FAILURE,0.25,0.15,2028,0.13040712249974773,0.4696813725490196,0.03333333333333333,1.0,0.0,0.0,18,0.7188124999999992
DISTRACTOR_FAILURE,0.25,0.15,2029,0.11188257183569524,0.37029411764705883,0.0,1.0,0.0,0.0,11,0.7188124999999992
DISTRACTOR_FAILURE,0.5,0.05,2027,0.03481036535540162,0.2874342105263158,0.0,1.0,0.0,0.0,20,0.7188124999999992
DISTRACTOR_FAILURE,0.5,0.05,2028,0.0331706621757243,0.26625,0.0,1.0,0.0,0.0,14,0.7188124999999992
DISTRACTOR_FAILURE,0.5,0.05,2029,0.03194491814429167,0.2307236842105263,0.0,1.0,0.0,0.0,26,0.7188124999999992
DISTRACTOR_FAILURE,0.5,0.15,2027,0.1695176550586481,0.5831127450980392,0.1,1.0,0.0,0.0,8,0.7188124999999992
DISTRACTOR_FAILURE,0.5,0.15,2028,0.10225663416887504,0.30254901960784314,0.016666666666666666,1.0,0.0,0.0,28,0.7188124999999992
DISTRACTOR_FAILURE,0.5,0.15,2029,0.09995190069893281,0.28362745098039216,0.0,1.0,0.0,0.0,12,0.7188124999999992
DISTRACTOR_FAILURE,0.8,0.05,2027,0.10463717396942332,0.7571710526315789,0.1,0.9259259259259259,0.1,0.1,27,0.7188124999999992
DISTRACTOR_FAILURE,0.8,0.05,2028,0.07615884512608809,0.6885526315789474,0.05,1.0,0.0,0.0,19,0.7188124999999992
DISTRACTOR_FAILURE,0.8,0.05,2029,0.11351039566145424,0.7755263157894737,0.1,0.8928571428571429,0.15,0.15,28,0.7188124999999992
DISTRACTOR_FAILURE,0.8,0.15,2027,0.19501885419847254,0.6633578431372549,0.08333333333333333,0.95,0.016666666666666666,0.016666666666666666,20,0.7188124999999992
DISTRACTOR_FAILURE,0.8,0.15,2028,0.17463677311727357,0.6227941176470588,0.05,0.9545454545454546,0.016666666666666666,0.016666666666666666,22,0.7188124999999992
DISTRACTOR_FAILURE,0.8,0.15,2029,0.221967022404765,0.7034313725490197,0.21666666666666667,0.9090909090909091,0.03333333333333333,0.03333333333333333,22,0.7188124999999992
SUBJECT_MISASSIGNMENT,0.25,0.05,2027,0.04926111189569035,0.46960526315789475,0.0,1.0,0.0,0.0,27,0.7188124999999992
SUBJECT_MISASSIGNMENT,0.25,0.05,2028,0.06952946358705553,0.590328947368421,0.1,0.9473684210526315,0.05,0.05,19,0.7188124999999992
SUBJECT_MISASSIGNMENT,0.25,0.05,2029,0.05705601440492879,0.5250657894736842,0.05,0.96875,0.05,0.05,32,0.7188124999999992
SUBJECT_MISASSIGNMENT,0.25,0.15,2027,0.18769739183797468,0.5334803921568627,0.15,0.7692307692307693,0.1,0.1,26,0.7188124999999992
SUBJECT_MISASSIGNMENT,0.25,0.15,2028,0.13989380174226276,0.4597058823529412,0.08333333333333333,0.9473684210526315,0.016666666666666666,0.016666666666666666,19,0.7188124999999992
SUBJECT_MISASSIGNMENT,0.25,0.15,2029,0.15708817178858686,0.5260049019607843,0.13333333333333333,0.9615384615384616,0.016666666666666666,0.016666666666666666,26,0.7188124999999992
SUBJECT_MISASSIGNMENT,0.5,0.05,2027,0.04752331223131874,0.41914473684210524,0.05,0.9230769230769231,0.05,0.05,13,0.7188124999999992
SUBJECT_MISASSIGNMENT,0.5,0.05,2028,0.05216525453379961,0.4753289473684211,0.05,0.9285714285714286,0.05,0.05,14,0.7188124999999992
SUBJECT_MISASSIGNMENT,0.5,0.05,2029,0.04225670535045932,0.39703947368421055,0.0,1.0,0.0,0.0,18,0.7188124999999992
SUBJECT_MISASSIGNMENT,0.5,0.15,2027,0.15202053950025143,0.49066176470588235,0.11666666666666667,0.9090909090909091,0.03333333333333333,0.03333333333333333,22,0.7188124999999992
SUBJECT_MISASSIGNMENT,0.5,0.15,2028,0.19651870938763294,0.5400980392156862,0.23333333333333334,0.7692307692307693,0.05,0.05,13,0.7188124999999992
SUBJECT_MISASSIGNMENT,0.5,0.15,2029,0.15744799797686596,0.5081617647058824,0.1,0.8181818181818182,0.06666666666666667,0.06666666666666667,22,0.7188124999999992
SUBJECT_MISASSIGNMENT,0.8,0.05,2027,0.17932890448821323,0.5230921052631579,0.2,0.8,0.2,0.2,20,0.7188124999999992
SUBJECT_MISASSIGNMENT,0.8,0.05,2028,0.04670924442587329,0.4733552631578947,0.0,1.0,0.0,0.0,28,0.7188124999999992
SUBJECT_MISASSIGNMENT,0.8,0.05,2029,0.0535505889720676,0.4820394736842105,0.0,1.0,0.0,0.0,11,0.7188124999999992
SUBJECT_MISASSIGNMENT,0.8,0.15,2027,0.13098430006823503,0.44338235294117645,0.1,0.9230769230769231,0.016666666666666666,0.016666666666666666,13,0.7188124999999992
SUBJECT_MISASSIGNMENT,0.8,0.15,2028,0.16637344398044399,0.5318382352941177,0.16666666666666666,0.8,0.05,0.05,15,0.7188124999999992
SUBJECT_MISASSIGNMENT,0.8,0.15,2029,0.18772741054747105,0.5061274509803921,0.18333333333333332,0.75,0.1,0.1,24,0.7188124999999992
DUPLICATE_ITEM,0.25,0.05,2027,0.6295418427874003,0.975,0.7,0.6078431372549019,1.0,1.0,51,0.7188124999999992
DUPLICATE_ITEM,0.25,0.05,2028,0.5536477809629984,0.975,0.4,0.6296296296296297,1.0,1.0,54,0.7188124999999992
DUPLICATE_ITEM,0.25,0.05,2029,0.6596280177346601,0.9776315789473684,0.6,0.6491228070175439,1.0,1.0,57,0.7188124999999992
DUPLICATE_ITEM,0.25,0.15,2027,0.5954835739105621,0.9382352941176471,0.6,0.47368421052631576,1.0,1.0,114,0.7188124999999992
DUPLICATE_ITEM,0.25,0.15,2028,0.5574333340762699,0.9308823529411765,0.6166666666666667,0.5041322314049587,1.0,1.0,121,0.7188124999999992
DUPLICATE_ITEM,0.25,0.15,2029,0.6004710181472122,0.9323529411764706,0.55,0.5161290322580645,1.0,1.0,124,0.7188124999999992
DUPLICATE_ITEM,0.5,0.05,2027,0.5012746504433161,0.975,0.45,0.6363636363636364,1.0,1.0,55,0.7188124999999992
DUPLICATE_ITEM,0.5,0.05,2028,0.6397265719796864,0.9763157894736842,0.55,0.6923076923076923,1.0,1.0,65,0.7188124999999992
DUPLICATE_ITEM,0.5,0.05,2029,0.5766280793006361,0.9736842105263158,0.55,0.6551724137931034,1.0,1.0,58,0.7188124999999992
DUPLICATE_ITEM,0.5,0.15,2027,0.559489246529127,0.9235294117647059,0.5833333333333334,0.5161290322580645,1.0,1.0,124,0.7188124999999992
DUPLICATE_ITEM,0.5,0.15,2028,0.6787006406435301,0.9352941176470588,0.5833333333333334,0.4957983193277311,1.0,1.0,119,0.7188124999999992
DUPLICATE_ITEM,0.5,0.15,2029,0.6369388100286787,0.9382352941176471,0.6666666666666666,0.48717948717948717,1.0,1.0,117,0.7188124999999992
DUPLICATE_ITEM,0.8,0.05,2027,0.47376187784022467,0.975,0.4,0.6825396825396826,1.0,1.0,63,0.7188124999999992
DUPLICATE_ITEM,0.8,0.05,2028,0.4313797952046707,0.9736842105263158,0.5,0.6825396825396826,1.0,1.0,63,0.7188124999999992
DUPLICATE_ITEM,0.8,0.05,2029,0.62822043854676,0.9723684210526315,0.6,0.6491228070175439,1.0,1.0,57,0.7188124999999992
DUPLICATE_ITEM,0.8,0.15,2027,0.5424484701231621,0.9338235294117647,0.48333333333333334,0.4957983193277311,1.0,1.0,119,0.7188124999999992
DUPLICATE_ITEM,0.8,0.15,2028,0.5601996559318945,0.9323529411764706,0.5666666666666667,0.5121951219512195,1.0,1.0,123,0.7188124999999992
DUPLICATE_ITEM,0.8,0.15,2029,0.6561249368030521,0.9352941176470588,0.6166666666666667,0.5041322314049587,1.0,1.0,121,0.7188124999999992
MISSINGNESS,0.25,0.05,2027,0.0870865007053258,0.6614473684210527,0.1,0.9047619047619048,0.1,0.1,21,0.7188124999999992
MISSINGNESS,0.25,0.05,2028,0.20195895047294543,0.7052631578947368,0.25,0.8,0.3,0.3,30,0.7188124999999992
MISSINGNESS,0.25,0.05,2029,0.07761789302298139,0.6506578947368421,0.1,0.9166666666666666,0.05,0.05,12,0.7188124999999992
MISSINGNESS,0.25,0.15,2027,0.23394056227394458,0.6347058823529412,0.21666666666666667,0.7368421052631579,0.08333333333333333,0.08333333333333333,19,0.7188124999999992
MISSINGNESS,0.25,0.15,2028,0.17674423447272025,0.6187990196078431,0.15,0.9473684210526315,0.016666666666666666,0.016666666666666666,19,0.7188124999999992
MISSINGNESS,0.25,0.15,2029,0.1842898607840092,0.6118137254901961,0.16666666666666666,0.8125,0.05,0.05,16,0.7188124999999992
MISSINGNESS,0.5,0.05,2027,0.16487178126348784,0.7881578947368421,0.1,0.9333333333333333,0.1,0.1,30,0.7188124999999992
MISSINGNESS,0.5,0.05,2028,0.11148298322739036,0.7939473684210526,0.0,1.0,0.0,0.0,13,0.7188124999999992
MISSINGNESS,0.5,0.05,2029,0.11039891254270384,0.7870394736842106,0.1,0.9166666666666666,0.15,0.15,36,0.7188124999999992
MISSINGNESS,0.5,0.15,2027,0.34892222518342925,0.8358578431372549,0.31666666666666665,0.8333333333333334,0.016666666666666666,0.016666666666666666,6,0.7188124999999992
MISSINGNESS,0.5,0.15,2028,0.2903007279974904,0.8007107843137254,0.26666666666666666,0.8823529411764706,0.03333333333333333,0.03333333333333333,17,0.7188124999999992
MISSINGNESS,0.5,0.15,2029,0.30142808016074446,0.8084313725490196,0.26666666666666666,0.8571428571428571,0.06666666666666667,0.06666666666666667,28,0.7188124999999992
MISSINGNESS,0.8,0.05,2027,0.6328895719731632,0.9802631578947368,0.65,0.35714285714285715,0.9,0.9,28,0.7188124999999992
MISSINGNESS,0.8,0.05,2028,0.5229805283806083,0.9735526315789473,0.6,0.55,0.9,0.9,40,0.7188124999999992
MISSINGNESS,0.8,0.05,2029,0.5637572379318814,0.9796052631578948,0.55,0.4864864864864865,0.95,0.95,37,0.7188124999999992
MISSINGNESS,0.8,0.15,2027,0.7843799055460441,0.9729411764705882,0.7333333333333333,0.25333333333333335,0.9333333333333333,0.9333333333333333,75,0.7188124999999992
MISSINGNESS,0.8,0.15,2028,0.7919071207001209,0.975392156862745,0.8166666666666667,0.24324324324324326,0.9333333333333333,0.9333333333333333,74,0.7188124999999992
MISSINGNESS,0.8,0.15,2029,0.8257978143318379,0.9789460784313726,0.8,0.20588235294117646,0.9,0.9,68,0.7188124999999992
CORRELATED_MODEL_FAILURE,0.25,0.05,2027,0.08932626523486924,0.5086184210526316,0.1,0.9,0.1,0.1,20,0.7188124999999992
CORRELATED_MODEL_FAILURE,0.25,0.05,2028,0.0700560228980637,0.5280921052631579,0.05,0.9166666666666666,0.05,0.05,12,0.7188124999999992
CORRELATED_MODEL_FAILURE,0.25,0.05,2029,0.058336640391156845,0.5276973684210526,0.0,1.0,0.0,0.0,18,0.7188124999999992
CORRELATED_MODEL_FAILURE,0.25,0.15,2027,0.14519845596528783,0.4658088235294118,0.11666666666666667,0.8947368421052632,0.03333333333333333,0.03333333333333333,19,0.7188124999999992
CORRELATED_MODEL_FAILURE,0.25,0.15,2028,0.17455957674855263,0.5353676470588236,0.11666666666666667,0.8095238095238095,0.06666666666666667,0.06666666666666667,21,0.7188124999999992
CORRELATED_MODEL_FAILURE,0.25,0.15,2029,0.14226278768028955,0.4830637254901961,0.08333333333333333,0.9,0.05,0.05,30,0.7188124999999992
CORRELATED_MODEL_FAILURE,0.5,0.05,2027,0.04920480316269259,0.47986842105263156,0.0,1.0,0.0,0.0,18,0.7188124999999992
CORRELATED_MODEL_FAILURE,0.5,0.05,2028,0.057502525350834104,0.49098684210526317,0.05,0.9375,0.05,0.05,16,0.7188124999999992
CORRELATED_MODEL_FAILURE,0.5,0.05,2029,0.05563668491351628,0.46125,0.05,0.9545454545454546,0.05,0.05,22,0.7188124999999992
CORRELATED_MODEL_FAILURE,0.5,0.15,2027,0.17782177823465886,0.4883578431372549,0.11666666666666667,0.7857142857142857,0.05,0.05,14,0.7188124999999992
CORRELATED_MODEL_FAILURE,0.5,0.15,2028,0.14700142852833833,0.5086274509803922,0.06666666666666667,1.0,0.0,0.0,10,0.7188124999999992
CORRELATED_MODEL_FAILURE,0.5,0.15,2029,0.15526080732712078,0.46973039215686274,0.15,0.8636363636363636,0.05,0.05,22,0.7188124999999992
CORRELATED_MODEL_FAILURE,0.8,0.05,2027,0.06503275362794472,0.5546710526315789,0.0,0.96,0.05,0.05,25,0.7188124999999992
CORRELATED_MODEL_FAILURE,0.8,0.05,2028,0.062224300427154794,0.5829605263157894,0.05,0.9629629629629629,0.05,0.05,27,0.7188124999999992
CORRELATED_MODEL_FAILURE,0.8,0.05,2029,0.054033965799436166,0.50625,0.05,0.9565217391304348,0.05,0.05,23,0.7188124999999992
CORRELATED_MODEL_FAILURE,0.8,0.15,2027,0.14835435207488717,0.4922549019607843,0.11666666666666667,0.8888888888888888,0.03333333333333333,0.03333333333333333,18,0.7188124999999992
CORRELATED_MODEL_FAILURE,0.8,0.15,2028,0.16872474230419857,0.5243872549019608,0.15,0.8333333333333334,0.03333333333333333,0.03333333333333333,12,0.7188124999999992
CORRELATED_MODEL_FAILURE,0.8,0.15,2029,0.141550515361889,0.5031862745098039,0.08333333333333333,1.0,0.0,0.0,18,0.7188124999999992
